normalized_keyword,category,keyword_type,doc_count,mention_count,source_type_counts,example_job_ids,example_job_titles,example_evidence
数学、统计,岗位标签,title_or_tag,170,170,government:170,job_32111de4aa24ae341d28;job_8416ca64ddfe2ac775ee;job_dc3c9ecd6bffa4921149,综合业务部门一级主任科员及以下 | 综合业务部门一级主任科员及以下 | 综合业务部门一级主任科员及以下,数学、统计 | 数学、统计 | 数学、统计
经济学类、金融学类,岗位标签,title_or_tag,156,156,government:156,job_f3159e6f42c6cbb89ca2;job_2e70add5cd4cb2ec4420;job_430af2cfe19c03a919ed,一级行政执法员（六） | 一级行政执法员（四） | 一级行政执法员（三）,经济学类、金融学类 | 经济学类、金融学类 | 经济学类、金融学类
以本科专业,硬约束,auto_phrase,154,154,government:154,job_efb982085425b8f13bab;job_4b10b264755f464f3858;job_1772870bfdcaab0a7fc5,财会部门一级主任科员及以下 | 法规部门一级主任科员及以下 | 统计信息部门一级主任科员及以下,公务员/事业单位；本科及以上；与最高学历相对应的学位；以本科专业报考：120203K会计学、120204财务管理、120207审计学；以研究生专业报考：1202工商管理学（会计学、财务管理、审计学）、1253会计、1257审计；市（地）级及以下直属机构综合管理类 | 公务员/事业单位；本科及以上；与最高学历相对应的学位；以本科专业报考：法学类；以研究生专业报考：0301法学、0351法律；市（地）级及以下直属机构综合管理类 | 公务员/事业单位；本科及以上；与最高学历相对应的学位；以本科专业报考：计算机类；以研究生专业报考：0812计算机科学与技术；市（地）级及以下直属机构综合管理类
以研究生专业,自动短语,auto_phrase,154,154,government:154,job_efb982085425b8f13bab;job_4b10b264755f464f3858;job_1772870bfdcaab0a7fc5,财会部门一级主任科员及以下 | 法规部门一级主任科员及以下 | 统计信息部门一级主任科员及以下,公务员/事业单位；本科及以上；与最高学历相对应的学位；以本科专业报考：120203K会计学、120204财务管理、120207审计学；以研究生专业报考：1202工商管理学（会计学、财务管理、审计学）、1253会计、1257审计；市（地）级及以下直属机构综合管理类 | 公务员/事业单位；本科及以上；与最高学历相对应的学位；以本科专业报考：法学类；以研究生专业报考：0301法学、0351法律；市（地）级及以下直属机构综合管理类 | 公务员/事业单位；本科及以上；与最高学历相对应的学位；以本科专业报考：计算机类；以研究生专业报考：0812计算机科学与技术；市（地）级及以下直属机构综合管理类
财政学类、财会审计类、社会保障类,岗位标签,title_or_tag,152,152,government:152,job_94228ad77a25fe26c0b5;job_51360aca825281e608b3;job_01e48cb17afe7f291101,一级行政执法员（一） | 一级行政执法员（二） | 一级行政执法员（一）,财政学类、财会审计类、社会保障类 | 财政学类、财会审计类、社会保障类 | 财政学类、财会审计类、社会保障类
法学类,岗位标签,title_or_tag,150,150,government:150,job_bcf5ac90360d727e8d41;job_cb42e18aa8b97c292c4b;job_f1ccabbd25090629da96,一级行政执法员（三） | 一级行政执法员（二） | 一级行政执法员（四）,法学类 | 法学类 | 法学类
中国语言文学类、新闻传播学类,岗位标签,title_or_tag,144,144,government:144,job_25177ef4b7247d41921f;job_473a519b920fc54b1129;job_8558bbc9d6e4c7fe565b,综合业务部门一级主任科员及以下 | 综合业务部门一级主任科员及以下 | 综合业务部门一级主任科员及以下,中国语言文学类、新闻传播学类 | 中国语言文学类、新闻传播学类 | 中国语言文学类、新闻传播学类
0351法律,自动短语,auto_phrase,142,142,government:142,job_05b3e96511d1be2a8ee8;job_ec9272947caceb4c1929;job_d34fb041c29d8ad68fc8,综合业务处一级主任科员及以下 | 综合业务处一级主任科员及以下 | 三处一级主任科员及以下,公务员/事业单位；硕士研究生及以上；与最高学历相对应的学位；0202应用经济学、0251金融、0301法学、0351法律；中央机关及其省级直属机构综合管理类 | 公务员/事业单位；硕士研究生及以上；与最高学历相对应的学位；0202应用经济学、0251金融、0301法学、0305马克思主义理论、0307中共党史党建学、0351法律、1201管理科学与工程、1202工商管理学、1204公共管理学、1251工商管理、1252公共管理；中央机关及其省级直属机构综合管理类 | 公务员/事业单位；硕士研究生及以上；与最高学历相对应的学位；020101政治经济学、0303社会学、0351法律、0401教育学、0402心理学、0501中国语言文学、0701数学、1204 公共管理学、0702 物理学、0771心理学；中央机关及其省级直属机构综合管理类
一级主任科员及以下,岗位标签,title_or_tag,142,142,government:142,job_45c5b706971309e12062;job_59a8b63b195745d492d6;job_f61e768330c98751df8f,一级主任科员及以下 | 一级主任科员及以下 | 一级主任科员及以下,一级主任科员及以下 | 一级主任科员及以下 | 一级主任科员及以下
经济学类、财政学类、金融学类、财会审计类、社会保障类,岗位标签,title_or_tag,140,140,government:140,job_a91c7e51f4f288b8b541;job_c31e62d62e5ff32dde75;job_7f4d7fdd3191d515857f,一级行政执法员（一） | 一级行政执法员（二） | 一级行政执法员（三）,经济学类、财政学类、金融学类、财会审计类、社会保障类 | 经济学类、财政学类、金融学类、财会审计类、社会保障类 | 经济学类、财政学类、金融学类、财会审计类、社会保障类
经济学类、财政学类、金融学类、经济与贸易类、工商管理类,岗位标签,title_or_tag,133,133,government:133,job_1a4d69f9b3d0d1bd08e4;job_24ec6f2cb43f4030f795;job_277a371d8bf6163e86da,一级行政执法员（一） | 一级行政执法员（二） | 一级行政执法员（二）,经济学类、财政学类、金融学类、经济与贸易类、工商管理类 | 经济学类、财政学类、金融学类、经济与贸易类、工商管理类 | 经济学类、财政学类、金融学类、经济与贸易类、工商管理类
税费风险管理,项目管理,auto_phrase,130,130,government:130,job_14d92713f421ad2a5d66;job_a905424e9d5e850118a4;job_2a911cb579e31efc877f,一级主办及以下（一） | 一级主办及以下（二） | 一级主办及以下（一）,职位简介：税费风险管理 | 职位简介：税费风险管理 | 职位简介：税费风险管理
经济学类、财政学类、金融学类、工商管理类,岗位标签,title_or_tag,126,126,government:126,job_ed9ec2ac1dec36a27eeb;job_437b7aa2a91d21214cb1;job_70ad8a8a0b83f7090c11,一级行政执法员（一） | 一级行政执法员（二） | 一级行政执法员（一）,经济学类、财政学类、金融学类、工商管理类 | 经济学类、财政学类、金融学类、工商管理类 | 经济学类、财政学类、金融学类、工商管理类
气象类,岗位标签,title_or_tag,123,123,government:123,job_d4bd85bae92940315929;job_e5e4d818760049899af6;job_f551b5bf697f827a8563,办公室二级主任科员及以下 | 应急与减灾处二级主任科员及以下 | 人事处二级主任科员及以下,气象类 | 气象类 | 气象类
综合部门一级主任科员及以下,岗位标签,title_or_tag,122,122,government:122,job_efa5ec1f6a13f9bfa772;job_e67808f8e1a8b335ebaf;job_f129c880b756da64ead0,综合部门一级主任科员及以下 | 综合部门一级主任科员及以下 | 综合部门一级主任科员及以下,综合部门一级主任科员及以下 | 综合部门一级主任科员及以下 | 综合部门一级主任科员及以下
行李物品和其他物品的查验监管,自动短语,auto_phrase,120,120,government:120,job_2e8f05558943f082b8a5;job_3a4bbe359b36d65c1579;job_231e33cb61722a473a20,科技管理（电子信息化类）一级行政执法员 | 科技管理（统计分析应用类）一级行政执法员 | 卫生检疫四级主办及以下（一）,职位简介：从事进出境运输工具、货物、行李物品和其他物品的查验监管，卫生检疫、动植物及其产品检验检疫，以及机电、化工产品等进出口商品法定检验及智慧海关建设等工作 | 职位简介：从事进出境运输工具、货物、行李物品和其他物品的查验监管，卫生检疫、动植物及其产品检验检疫，以及机电、化工产品等进出口商品法定检验及智慧海关建设等工作 | 职位简介：从事进出境运输工具、货物、行李物品和其他物品的查验监管，卫生检疫、动植物及其产品检验检疫，以及机电、化工产品等进出口商品法定检验等工作
法学类、中国语言文学类,岗位标签,title_or_tag,114,114,government:114,job_27804084fb8d6528792a;job_825611edf7b1ad02c5ce;job_c3a0250604102aba802b,一级行政执法员（五） | 一级行政执法员（五） | 一级行政执法员（五）,法学类、中国语言文学类 | 法学类、中国语言文学类 | 法学类、中国语言文学类
法学类、马克思主义理论类、中国语言文学类、新闻传播学类,岗位标签,title_or_tag,114,114,government:114,job_a95513197e170fbbbef8;job_2a3fe9153284ed7cb7bc;job_a04b761fcc59cb1a7af2,一级行政执法员（一） | 一级行政执法员（二） | 一级行政执法员（一）,法学类、马克思主义理论类、中国语言文学类、新闻传播学类 | 法学类、马克思主义理论类、中国语言文学类、新闻传播学类 | 法学类、马克思主义理论类、中国语言文学类、新闻传播学类
法学（0301）、法律（0351）,岗位标签,title_or_tag,113,113,government:113,job_da87a15cb2c5ad8a099c;job_b8341acfe979142498d7;job_579df44161bd17dc98d5,综合业务部门一级主任科员及以下 | 综合业务部门一级主任科员及以下 | 综合业务部门一级主任科员及以下,法学（0301）、法律（0351） | 法学（0301）、法律（0351） | 法学（0301）、法律（0351）
会计学、财务管理、审计学,岗位标签,title_or_tag,107,107,government:107,job_33454b74a4cc963a1bdf;job_e193065547a3e04ddad3;job_a4448b868db41e90b598,财务管理岗 | 一级行政执法员（一） | 财务管理一级行政执法员,会计学、财务管理、审计学 | 会计学、财务管理、审计学 | 会计学、财务管理、审计学
从事税收风险管理,项目管理,auto_phrase,103,103,government:103,job_611ae33d20d31596703a;job_cb840c12503db227bd84;job_0ad33ac145c1c9c8b583,第三税务分局（税收风险管理局）专业技术员 | 第三税务分局（税收风险管理局）专业技术员 | 第三税务分局（税收风险管理局）专业技术员,职位简介：从事税收风险管理相关工作 | 职位简介：从事税收风险管理相关工作 | 职位简介：从事税收风险管理相关工作
一级行政执法员（九）,岗位标签,title_or_tag,102,102,government:102,job_06f3ae7789a51df55e59;job_681a162327dd06413d4c;job_5328da8821e7a1c24f00,一级行政执法员（九） | 一级行政执法员（九） | 一级行政执法员（九）,一级行政执法员（九） | 一级行政执法员（九） | 一级行政执法员（九）
